;text;ciberbullying
1607;"i would watch out for rachel just sayinnnnn&apos; she is a fake person.....";1
1608;uhmm bestie... y dnt u evr get da braces?? ya teeth are fcked up???;1
1609;ERPCODE:619r Hello r We got a report for harassment on your page. We have successfully deleted their account! Anymore bugs  contact formspring@formspring.comr Have a great Day!r -Formspring;1
1610;"Do you have a BFF ?? .. You can&apos;t say MrFlintstone either :P ..";0
1611;i wNna suck ur dick so hard;1
1612;Do you believe homosexuals are born that way or is homoesexuality something learned? Why do you believe this?;0
1613;"whats a question/statement you really dislike getting on formspring; i cant stand the plain: spam me. or spam me ;D A WINK WONT CHANGE ANYTHING! why dont you ask me a question first and they i will do the same -.-";0
1614;lolss brah im tired of these girls writeing me like foreal man control yo groupiess;1
1615;lmfao shxt dhatss whyy dheyy anonymouss ckuss dhem hoess nastyy n i saiid dnt get hurt ckuss yew bee gettinqq slickk n dnt bee fuckinqq wit mhe;1
1616;What is the most exotic place you have ever been to?;0
1617;We have reviewed your appeal request. Upon review  we found that your  content was not in violation of the Yahoo! Answers Community Guidelines  Yahoo! Community Guidelines  or the Yahoo! Terms of Service.;0
1618;r Do you think their parents know they are stalkers?;1
1619;No. Stop fucking lying. You used to smoke. We ARE NOT STTUPPPIDDDDDDD!! I myself have smoked with yuu before.;1
1620;WTF U WAZ just single who yu wiff nw babe?;1
1621;iz it tru dat yu wuz shakin y0 meat to da hannah montana show;1
1622;The answer is on my page! Haha;0
1623;"When your photo is taken for your driver&apos;s license  why do they tell you to smile? If you are stopped by the police and asked for your license  are you going to be smiling?";0
1624;"Your only in middle school  why would going out with 10th &amp;11th high school guys seem like a good idea to you?  or anyone in your grade and age group actually.  it just doesn&apos;t make sense how that would even work anyways..";1
1625;What are the last 4 digits in your cellphone number?;0
1626;r u horny.lol seriously;1
1627;"Why do companies offer you &quot;free gifts?&quot; Aren&#039;t gifts by definition free?";0
1628;if u had a best friend who said really insane things and u worried bout her and her thoughts - what u do? like if ur friend said she wished her mom dead?;0
1629;hey why is some of your messages in spanish;0
1630;"Yew sound liek a widdle girl over teh phone :3 and Don&#039;t forget sunday=mall :DDD";0
1631;annnnnnnnnnnnnd NOW im done haha (: Enjoy all (!);0
1632;Circumcised or uncircumcised. GIRLS: What is your preference  if any? GUYS: Which are you? Are you happy about it? How would you react if you woke up with the opposite situation?;1
1633;Ugly piece of shit;1
1634;are you better today than you are yesterday?;0
1635;yer das y they so cheap. jaffa biscuits sound mingin however jaffa cakes are gorgeous.;0
1636;where in Billings and can you sneak out sometime?;1
1637;"Name something that&#039;s better when it&#039;s in your hands?";0
1638;"I hate when I wake up and have morning wood  don&#039;t you?";0
1639;If you could save any endangered animal  what would it be and why?;0
1640;well answer hers...i try to do it bottom up..the way it came trhough;0
1641;hey u fucking jerk  i fucking love you u2665;1
1642;"guess what you should do? GET A LIFE. I don&#039;t even know you so why would you even start shit with me?! Seriously  you must be a bit messed up in the head. Pathetic.";1
1643;N!qq@ i b3+ u $m3ll lyk m@ d!rty qym $0(k;1
1644;LMAO why would tabi be fake? hahahaha it cracks me up that they put up YOUR picture but put up a different name hahahaha thats low. so. back to a question cuz thats what these are for: hmmm.. do you like caramal apples?;0
1645;You look gay.;1
1646;my momss a BITCH.! shee fuckin blockedd my texting.! aha ohh i mightt hang out wiff Davidd memberr himm.?<3(:;1
1647;ask meeee! :P;1
1648;Please Stop spamming for right nw i have 1000+ in my inbox.. thanks! (:;0
1649;nosy people!;1
1650;"stop saying you&apos;re gonna do something about it if she flirts with guys  because im pretty sure camila and i would whoop your ass if you try touching laura. all of you little girls need to grow the fuck up you&apos;ll learn that being a bitch isn&apos;t that cool.";1
1651;did you know your my fav person =];0
1652;Do you recycle  and if so in what ways? Why or why not?;0
1653;"you sure as hell look like a dog.  don&#039;t fucking call me &#039;hun&#039;.  got it.";1
1654;w3 n33d t0 h@v3 @ +hr33 $0m3 w!D d@ f@+ r3+@rD3d qUrL $h@+3Z . n!qq@ ! dUN h3RD d@+ $h3 q0T d@ d0Wn$ynDr0m3 d!$3@S3 .;1
1655;Can you go all night... Or just a short time while asking questions?;0
1656;.. are you gay?;1
1657;Awwhhhaa *my 0rq@$m*;1
1658;okay so like do you flirt with everyone on here and twitter??;0
1659;i guarantee you guys wont be going out by the end of summer..;1
1660;fool! illll talk to you on myspace.;1
1661;Hahaha ohmyGod you are an actual jerk;1
1662;"If I turn around and Bend over  will you welcome your little friend inside ;D";1
1663;Did you ever have a embarrassing moment at school?;0
1664;First thing you will save in a fire?;1
1665;"Still WRONG! Banana&#039;s should make you think of Naomi ;D";0
1666;If you were alive back in the time of the prohibition of alcohol  would you have abided by it or been a bootlegger? Why?;0
1667;Your comebacks suck balls;1
1668;Do u likee hot cheetoess ? Ha;1
1669;"Why can&#039;t we poop and pee at the same time?";1
1670;Would you dress up for a first date?r;0
1671;"What are your turn on&apos;s and turn offs?";0
1672;do you like having sex under or over the sheets?;1
1673;"I am off for right now. Leave me things? <3 Please&amp;Thank you!!!";0
1674;why dont you tell me you love me when you do me;1
1675;"Which would you choose  true love with a guarantee of a heart break or have never loved before? :&#039;-(";0
1676;how many pairs of pyjamas do you own?;0
1677;"Holy crap I just got your message  43 minutes after you sent it o_O .. Formsprings totally bugging out! .. And of course you got friends  you&apos;re Mrs Flintstone o_O .. Everyone loves the Flintstones XD ..";0
1678;ur having a party and notice a group of people you didnt invite  how do you go about getting them to leave?;0
1679;i wanna get to know how can i;0
1680;that was me and a couple of friends from lucas oil;0
1681;Haveee u evr ate a pussy that didnt tasste righ ?;0
1682;What is hard to find in your opinion?;0
1683;"Fuck Justin bieber. He&#039;s a fucking fag";1
1684;How many questions everyday do you formspring  estimate?;0
1685;after the viewing of said video footage who sees it next?;0
1686;love you hoee its daniela lenis !:);1
1687;i jizz to your pics alllllll the time.r :];1
1688;Leave Texas bitch!! No one here wants you!! Quit hating on Texas and Brock  we were perfectly fine without you BITCH! ... sooo LEAVE!;1
1689;Do you think that if you saw into your future it would kill you  make you stronger  or have no effect on you;1
1690;i love how u have no life :):):):) <3 hahaahahahaaha. actuallyyy  you have no life for sayin that. i love my life.  i seriously laughed when i read this^^ you dont have a life  bcause no one likes you :) dumb bitch  get it striaght in your headu2665;1
1691;"1. If I get any random adds I&#039;m blaming you for publishing my addy  unless they afe from you or other amazing people. 2. A jaffa cake is NOT a biscuit it is a cake.";1
1692;"Billy already told me he&#039;s carrying me to hometown buffet sorry.";0
1693;"Do you know I love you? <33 (Yes it&#039;s me... B.)";0
1694;Do you ever think you smile too little?;0
1695;If abandoned alone in the wilderness would you survive?;0
1696;Do you like your nose? I hate mine. >_<;0
1697;Do you love yourself for who you are or do you have improvements to make?;0
1698;why are you so gay;1
1699;iz yyo cum realie gray????;1
1700;what am i going to do? hahaha  what am i going to do? haha  what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass.;1
1701;if u continually ignore n hate a person n do everything in ur power to stay away from them- why do some ppl continually harrass and try n see u or get in touch with u? what is it in their brain that makes them do this? pls EXPLAIN! I REALLY WANA KNOW!;0
1702;Do you take showers in the morning or at night more?;0
1703;Hey im ashlee im tired of everyone commenting on my damn formspring talking shit;1
1704;"hey sugar tits! wanna meet at night? i&apos;ll be racing my evo..metallic blue with white stripe on top...i got tinted front windows too. look for me!";1
1705;"member &quot;do you have a big penis&quot; xD lmaoo";1
1706;Fake.;1
1707;Do astronauts change their clocks when they move over different time zones in space?;0
1708;r u afraid of the sun or do u love it? i personally LOVE it.;0
1709;"Baby... U didn&#039;t put me in ur dreams and achievement questions.... :(( That makes me sadddd.... I love uuu <3<3<3";0
1710;IMA BITE DA TIP OF YO DICK OFFF N SPLATTER IT INTO ITTY BITTY PIECES;1
1711;still a bitch :];1
1712;Are you a hobo?;1
1713;We have all had teachers in our life. What is the weirdest thing you have ever seen a teacher do? You can share a story or just leave a one word reply like most people do lmao.;1
1714;have u had any surgerys? what were they for? scars?;0
1715;SARAH STANFORD TAKES IT UP THE BUTTHOLE.;1
1716;"People actually remembering you mentioning male attention specifially; &quot;Six flags blah blah&quot; and what not is kind of creeeeepy! And I sense major jealousy. I guess boys don't flirt with them? Pathetic. --Sam";0
1717;Who is the most influencial male in your life ? female ?;0
1718;If you could punch one celebrity without any repercussions who would it be?;1
1719;PRANK CALL THIS PERSON  THERE NAME IS MELODY. 614-735-8024;1
1720;Pussy;1
1721;How many people have you slept with?;1
1722;Would you rather get stung by a large scorpion or bit by 300 mosquitoes?;0
1723;ihatepeople.;1
1724;How true do you think it is that no-matter where you go there you are?;0
1725;Spam me please?! (: will return the favor with the same amount you ask me!;1
1726;would you dance  if i asked you to dance?;0
1727;your ugly.;1
1728;What do you believe is your purpose in life?;0
1729;that ''chelsea'' girl people were acusing me of fakeing ;0
1730;Does the flash on the camera blind you too?;0
1731;vv ill kick their ass;1
1732;"What is your opinion on &quot;open&quot; relationships. I know quite a few couples that openly have multiple sexual partners. I don&#039;t necessarily agree w/ that.. my man should be getting sex from me  and only me.";0
1733;no we are not close  thts wat im saying :/. and im not an eighth grader ot tht kid they asked about lol;0
1734;would you let jake do you sideways;1
1735;so do yew havee a myspacee;1
1736;would you rather your parents watch you having sex or your preacher? (from beginning to end lmao..);0
1737;"but she wants to go to Palmettor  VVV(;";0
1738;r u gay?;1
1739;"If i came to bristol and like went to TGI fridays whilst you&#039;re working. Any chance of a free meal?";0
1740;What do you think was the greatest invention in your lifetime?;0
1741;"why not? and all you have to say is &quot;nope&quot;. oh and leave people alone(: delete this you fucking fake :)";1
1742;"all u haterz need to stop hateing and suck a dick cause none of u know laura ur just hateing cause u jealous or u really wanna be like her maybe u haters sould get to know her shes a way better person then all you low lifes ;p";1
1743;"don&#039;t lie. you love it.";1
1744;r u a boy or girl?;1
1745;u think ur hot shit. your a fucking dumb little jit whore who hooks up with everybody. stop trying to grow up so fast your going to 8th haha;1
1746;Did you know  that i think your gay?;1
1747;Would you rather go a week without bathing  but be able to change your clothes  or a week without a change of clothes  but be able to bathe?;0
1748;this is a place for QUESTIONS  try asking some.r will you do me?r what color of condom?r kidding. but really.;1
1749;Do you have a favorite word you always seem to use? How often do you use it?;1
1750;do you think we will find the answers to our questions or do you think in the end when you think you found the answers the questions will change?;0
1751;If sour cream is past its expiration date is it good then;0
1752;i <3 you. i miss you. yeah.;0
1753;Why are you stealing pics from Cheyenne?  She has videos.;1
1754;How often *would you like to* go out on dates?;0
1755;bit.. so we got back to yours  and my ankle was really swollen  so i was laying in your bed  looking around your room (for the first time) while you went to get a bag of ice for my ankle.. haha :-P so when you got back we chatted some more and my ankle..;0
1756;yeaah well  with all that explaining :) i understand try focusing on something else:) ( with me feelings) and i will do  thanks again<33xx;0
1757;"let&apos;s jump them..";1
1758;Hahaha i made you cry in 6th today.!!(: ohh yesss cause my boobs are just soo BIG.!ha i wish....andd VVV im guessin shes a C 34..am i right.?(: ahha;1
1759;"does it annoy you if people don&#039;t read your bio before asking you a question?";0
1760;Ouch! O_o You just got buttfucked!;1
1761;dinosaur nuggets or micky mouse.im fucking serious? :);0
1762;My birthday is December 7th whens yours?;0
1763;who did you last go out with? cameren loomen?;1
1764;YOURR SUCHH A SLUUTTT;1
1765;fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake;1
1766;Whos the best person to talk to online?:;0
1767;"Emo??? It&#039;s Say Anything  I&#039;d say it was closer to Indie my love.";0
1768;your the nicest person i no;1
1769;Best thing that happened to you this summer? :];0
1770;Do you feel men are more likely to cheat in relationships or women  or is it about equal? Explain your answer.;0
1771;i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha  naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh?;1
1772;"if you know the song in my head by jason derulo why will she be screaming noooooooooooooooooo ? is he raping her if you don&apos;t know the song here --------> http://www.youtube.com/watch?v=UyG1FG3H6rY";0
1773;as of this moment...eclipse is showing;1
1774;"So you like threesomes? Wouldn&#039;t that be difficult?";0
1775;um da gurl dat hangs wit evelyn her name is katiana..cause i alwayz be hearing u talk about her do u like her?;1
1776;have u ever actually had someone BITE ur butt or u bite anyones?;0
1777;"Megan Fox squeezed her way into an 18&quot; corset for the western action flick &quot;Jonah Hex&quot;. They were constantly worried of her fainting. What are your overall opinions on that? Do you think she needed to appear THAT skinny for the movie?";0
1778;"Dude she&#039;s faking herself  no one else in the world would fake her!";0
1779;soon you shall be the only person on my twitter feed;0
1780;im gnna fxk u up!!!!!! ur a dum hoe;1
1781;"reading &#039;your daily WTFs&#039;... fascinating  flabbergasting  or just plain wrong? ;-P";0
1782;mr. getonyournees person... you are scary D: ... but hi ashley! :D;1
1783;hey everyone  this is the girl that fakes ta;1
1784;well you and gabe need to go out like now!! okay?;0
1785;What is on the walls of the room you are in?;0
1786;Tabitha  ISNT a fake.people steal her pictures and put it on photobucket maybe. But she is the ONLY real deal. Keep accusing her she's fake  then get off her formspring. She knows who she is. So fuck off;1
1787;"Do you want me to cave in &quot;curly tops&quot; head????!?!?!?!?!";1
1788;"(; hehe that&#039;s funny I want to fuck your tight ass";1
1789;Shatap;1
1790;i herd u fuked karone in 6 grade;1
1791;why are you friends with that hoe ass bitch daniela?;1
1792;"say it to my face trick ass nigga i will fxckin murder you i aint tryna make no body feel bad so you can hush that you got something to say then please  step up &amp;&amp; show a namee fuckinn bitch. whuss up?!";1
1793;what kind of music do u find urself most often listening to?;0
1794;If people with one arm go to get their nails done  do they pay half price?;1
1795;What would be the best workplace perk?;0
1796;zip it dumpster baby? can you get anymore lesbian?;1
1797;Wait Nevermind I Am Signed In;1
1798;u gay?;1
1799;wud u rather have marshmellow stuck on ur skin or chocolate?;0
1800;Did you know you smell like an old man?;1
1801;iloveyousomuch :);1
1802;knock a bitch out and fight;1
1803;"im hea but ur thing isn&apos;t working";0
1804;iz yuh related tah justin m. brahh?;0
1805;"It&#039;s my dads birthday today  guess his age.";0
1806;why do you always feel the need to tell the whole world how people hit on you all the time. if their creepy its not much of a bragging right just kinda conceited sounding. just saying.;1
1807;If Pinocchio said  u201cMy nose is about to growu201d  what would happen?;0
1808;Why is my form so empty? =[;0
1809;ha  my cutie or you`re Sayinq my name is cutie? lol.;0
1810;"ever seen the movie &quot;imagine me and you&quot;? i thought it was adorable!";1
1811;When are we gonna go out! =[;1
1812;Are yuh single and ready 2 mingle?!;0
1813;hi no offence but i kinda think ur a slut and i dont wanna talk shit but ru be honest;1
1814;who the fuck are you even?;1
1815;Have any nick names? If so  what?;0
1816;haha nah you know me:) just guess...;0
1817;yeee  119 questions to date  awesummm [:;0
1818;"&quot;Innocents and alleys  don&#039;t they ever learn?&quot; What show  which started in 1998  is this quote from?  An extra point if you can tell us who said it.  Another for another quote from the same show.";0
1819;guess who  r u obsest wiv short stack;0
1820;Do you excercise regularly? If so  how often?;0
1821;i see yo dick n it look tasty;1
1822;quit fishing for compliment and saying your ugly  it's so annoying;1
1823;Do you like to snuggle  cuddle  kiss  and hug? Or no?;0
1824;"you&#039;re one of the ugliest bitches I&#039;ve ever fucking seen";1
1825;Hey  suck it hoe.;1
1826;Are you saying that Rosie knows what her sexuality is?! oh god.;1
1827;Lol i tried vodka when i was 12. that was the 1st time i got properly drunk :P;0
1828;"i love this line of lyrics &quot;pretty girls may graze  &amp;guess what? your pretty!&quot;  whats your favourite line of lyrics:)?   spam back :&quot;>?";0
1829;Have you ever had a secret admirer? (what did he/she do for you);0
1830;haha lifeless cunt stop writing on my wall you shit faced slut;1
1831;whuut youu up 2to ? follow me on dis shxt :);0
1832;are you sick of hearing about michael jackson yet?;0
1833;ayee that tootsyy girl iss fuckkin F A K E;1
1834;Do you want me to rain on their parade? Sure hate ignorant Texans who believe that being from Texas gives them the right to act like low level scum suckers. The need to live in the real world and pull their head out of that dark place they have it shoved.;1
1835;Okay  itu2019s riddle time! Why shouldnu2019t you feed your teddy bear? C:;0
1836;SAFE BLUD  LE7 SHIT ON LE3 YOU AGREE YES?;1
1837;Do you believe in love at first sight?;0
1838;FUCK OFF!! TAYLOR SWIFT ALL THE WAAAY!;0
1839;Thanks alot  but the person would NEVERRRR fall for me there is no chance  and ive fallen for the person alot  it upsets me alot  thank you veryy much xx;1
1840;I thought about how mothers feed their babies with tiny little spoons and forks so I wondered what do Chinese mothers use? Toothpicks?;0
1841;YEW EVA CUNSIDERED SMASHIN A WHIT3 GURL WIT NICE NIPPLES?????????;1
1842;go away u mad corny;1
1843;"pphhiifffttt if i showed up  took off my clothes and asked for it  U wouldn&#039;t give it to me ?";0
1844;What re you most proud of and least proud of that you have done in your life ?;0
1845;what is your favorite food over all?;0
1846;get a life you twisted bitch!;1
1847;how would you rate your oral sex giving skills on a scale of 1-10?;0
1848;Are you gay?;1
1849;length or with? lolr;1
1850;Do you still hate formspring? I still do.: I miss the simplicity.;0
1851;awww come on tell us! im sure we all wanna know;0
1852;"Oh well  I met ABR too. The singer is the shit  he&#039;s a beast.";0
1853;you are a cursed chameleon  and you can only live with one of these: having the ability to change your color or the ability to turn your eyes in two different directions. what would you choose? why?;0
1854;what do you think the weirdest sexual fetish it?;1
1855;Have you ever watched someone drive drunk?;0
1856;i will suck your dick for free. :PP;1
1857;yuu kno yuu so lame? ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo;1
1858;i wanna fite u;1
1859;whats wrong chicken little?;1
1860;If you had a billion dollars  what would you do with it?r;0
1861;LOL I danced wit him afta yu lef las nite...and I heard tht some grl was dancn wiff jeffery and he got wet AND had a boner;1
1862;ur not that pretty... and u think that ur the prettiest girl..wow its stupid..;1
1863;babydoll dearest  vv I accutally do like her as a friend!(:;0
1864;"hahahah b jealous tht she hung out wit moises or b jealous holy shiiiih... u worry bout u and she&apos;ll worry bout her... and hey again.. never found out who i was ;)";0
1865;austins new gf is ugly as fuxkkk! lolz he did a downgrade honey! ur better :Pg;1
1866;To the question below  when you said: im not fat? Arent you suppose to say I'm not fat  PERIOD? Cause if you put a question mark your saying your fat. DUMMY.;1
1867;mikey wassup my niggah ! ???;1
1868;soo you thougt i was cute but now you hate me and dont talk to me fuck you;1
1869;How come there's a girl that has your pics? And she put up proof long time ago. In myyearbook.com;0
1870;n!qq@ d@+ p!( s3xY b!+!n y0 l!ip i fU(k!n lUh yUh n3qr0;1
1871;Do you feel the military/army should be allowed to recruit new soldiers in high schools? Why or why not? What are the benefits and downfalls of this happening? Does/did this happen at your school?;0
1872;what do u say to the statement u201cLove is suicide.u201d?;0
1873;figs figs figs......u dont kow then? its liek the oldest fruit inthe world;0
1874;What is the dumbest thing you have ever done?;0
1875;Do you support gay marriage? Why or why not?;0
1876;"your come backs are fucking horrible you dumb bitch. wtf  are you like fucking five? you&#039;re like. &#039;i know you are but what am i?&#039; yeahhhh. no. bitch get a fucking life.";1
1877;your my bitch and ill kill you nigga;1
1878;soooo u repp da 512  wat part?;0
1879;Awwww(: Would you want a Batmobile?? :O;0
1880;If you had 3 wishes  with wish 1 being what you wish the most what would they be ?;0
1881;"What&#039;s one thing you own that you should probably throw away  but never will?";0
1882;YOURE UGLY (:;1
1883;so i make you mad? well maybe you could find my histery book for me and cool off with some reading(:;0
1884;i like to smell my own farts.;0
1885;I do too know you like that  motherfucker.;1
1886;boxers or briefs... or boxer briefs lol;0
1887;"What&#039;s a subject you wish you knew more about?";0
1888;If an atheist has to go to court  do they make him swear on the Bible? :-O;0
1889;"Who had more fashion sense? Apparently I do when it&apos;s between my girl and me. Lol";0
1890;]=;1
1891;And you are no virgin!!! LIES LIES!;1
1892;"Watch this video.  Do you agree that these girls are entirely too young to be dancing in such a manner?  http://www.youtube.com/watch?v=Wjehii-jjHE&amp;feature=youtu.be";0
1893;so i know you dont smoke anymore nd stuff but like i have this really good shit and when we used to smoke together it was way fun cuz ur even morrre fun when ur high. soo please? just a couple bowls??;1
1894;"I don&apos;t like you ugly ass hoe. I bet your LESBAIN. You look like it. I bet when you older I&apos;ll see you in a anonymous porn ad. BTW I heard you stuff your bra...Hahahhaaaa No boobs!r";1
1895;your ugly;1
1896;Toys or fingers? I seem to remember that fingers worked well;0
1897;If a word is misspelled in the dictionary  how would we ever know?;0
1898;are you from tennesee because you the only TEN I SEE;0
1899;What is your opinion on why parents are sometimes strict?;0
1900;okay im taking off to the airport in the morning. talk to you tuesday.;0
1901;Fakeeeeee????;1
1902;Do you know how much a peso would be worth in the United States today?;0
1903;M33T MII @T DH@ P@RKK.... IZZZ GOIN DOWNNNN!!!;1
1904;I thought about how my mother fed me with a tiny spoon and fork  so I wonder what Chinese mothers use? Toothpicks?;0
1905;are you fake?;1
1906;Learn how to spell? Learn how to tell apart a typo from a spelling error.   And learn how to be a proper fake.;1
1907;In your eyes what drives people to use drugs?;0
1908;Isitt truee that you are ginger at heart?;1
1909;"Which is better yogurt or pudding? What&#039;s your favorite flavor?";0
1910;"it&#039;s called anonymous. just tell me who u went wit at ssms. - it&#039;s not even a big deal who this is and y would u be scared to say the names of the ppl u went it.";1
1911;What is one thing you honestly could not live without?;0
1912;SUPPORT HER BECAUSE SHE IS TALL! AND LIKE AMAZING AND LIKE BUMMM!!!;0
1913;candle light dinner or movie and a pizza?;0
1914;Are you more of a talker or more of a listener?;0
1915;woww   ummmm yuu quyys neeed to stop postinqq shit anonymously seriously . be str8 up . annd dont fuck with her ! ilearned my lesson(: VVVV;1
1916;u gay?;1
1917;"that&apos;s like your real name or nickname? and jess :)";0
1918;you give me butterflies!r :)r hahha hate you foolio.;1
1919;"So due to the weather in my area  there is no zoo today. Instead we&#039;re going to the IMAX. What movie shall we see? not Eclipse since I&#039;ve already seen it.";0
1920;no. I hate taylor she used to b firey until she dyed her hair;1
1921;Did you know that there are children at age 6 that are getting married in other countries due to a financial obligation to their family?.. can you even imagine going through something like that?;0
1922;"Don&apos;t worry i still b your friend when your in highschool";0
1923;What was the last thing you made with your own hands?;0
1924;Are you scared to lose the person you fell the hardest for? Are you still with this person or have you already lost them?;0
1925;damnn jordan youh got some HATERSS.! step on nem bitchess.! aha i love youhh <3 fuck the bulshiit and the dirtyy slutts it came outt of.!!;1
1926;If you were given a chance to change up your style which clothing/shoe/jewlery brands would you rock?;0
1927;How do you handcuff a one-armed man?;1
1928;Soo ur bi ?;1
1929;"guyhigoiph;ijrtlgos&#039;irhjsbro;jtelkmg bhgpvuojknmav sckj ghepiryuvomjkf crhworugfwuhkcbsefb ur pr3etty";0
1930;im mad at you though  ;1
1931;Do you have a favorite Beatles song?;0
1932;dudde ima fuuck you til you bleed:);1
1933;Did you know you are a male anagram of hitler?;1
1934;"Mammaasss!! :D how are you? haha go to skype ;D";0
1935;If you saw someone in public with toilet paper stuck to their shoe  would you tell them?;0
1936;Would you ever get with say  a 16year old from leicester?;0
1937;y when you suckd my dog up you was chokin and shit?;1
1938;"who tha fuck is &quot;Krista&quot; r this is not &quot;Krista&quot;";1
1939;I bring my itouch as back up;1
1940;fuck no im not jealous of the ugly ass freak.;1
1941;Emily must come first in terms of love but you can come first in terms of getting laid;1
1942;ok pls tell me the BEST way to tell my dads gf he is cheating? i dont like her very much- i barely speak to her. yet i think she shud know. somehow. but i doubt anyone will tell her.. wud sending her an anon letter be ok or no? ahh;0
1943;"stupid bitchhh and hop of ashlie&#039;s formspring";1
1944;What would you do if you found $100 at a movie theater?;0
1945;How can you be a dirty slut? ):;1
1946;"how i dnt have a choice? lmaoo &amp; uhm idk when you are but im going somtime this week.";0
1947;w@k3 uhP n sM3llL m@ pU$$$SS!3;1
1948;what do you think the most common sexual fetish it?;1
1949;No. You bring ME some. I reallly want some.;1
1950;"Are you an ass? I am &amp; idgaf :D r";1
1951;i hope bunz is ok;1
1952;Uuhh did you really add a random guy you don't know and now you talk to him all the time? That's a little desprate/ creepy cough;1
1953;TRASH!!;1
1954;Your face is such a mess  why don't you get your dog something different to chew on?;1
1955;Dayummn whos a sexy bitch? You are!! #ily cookieman;0
1956;ass face -_-;1
1957;"The beach is fucking shit  you&#039;re my daddy  and soccer is for faggots.";1
1958;EWW BRA OMAR UGLAY U SHULD GET WITA REAL NIGA U FINA AZZ FUK.;0
1959;AND  when i bought my helmet for my moped  i got told i had a small head. So merrrrr. (:;0
1960;In 1386 a pig in France was executed by public hanging for the murder of a child. How did the pig kill the child?;0
1961;If you could have any animal as a pet  what would you have?;0
1962;"lolss yew stolee dhat sxht frm mhe&quot;yew on sum otha shxt dressedd in all blackk&quot; lolss wow";1
1963;ill keep you wondering girl :] and i dont need to fuck :P im just trying to mess with you;0
1964;aye dhis daddy pelt;1
1965;Who are the 3 most overrated musicians?;1
1966;Get on yo knees for meh? :3;1
1967;your not FUCKING pretty  stop hating on grace and all these pretty girls  your just jealous. omg;1
1968;how early do you get up in the morning?;0
1969;tabither youd be good at this.. do you grind you know what grinding dancing is? at the shilo?;1
1970;If given the chance would you like to come back as a ghost?;0
1971;yurr p r e e t t y;0
1972;How much money do you need right at this moment to be happy?;0
1973;they guy at the liqueur store alsways share with me stuff....and i hang out there sometimes;0
1974;Quit trying to make everyone feel sorry for you;0
1975;What would you do if i had sex with your leg?;1
1976;ohm ohm homh ohmh omhohmmh mohmo hmohmoho mohomh ho mhomhomhmoohm ohmoh ho hmohmm ohmohm hoh;0
1977;WOULD U EVA GIV HEAD;1
1978;baha  actually  im going to go on now :) BITCH ARE YOU FUCKING STUPID? >.> the REAL ashlee has a proof video  your dumb  your probably just some old man behind a computer screen<3 go fuck yourself<3;1
1979;aujala is the bigest piece of shit evaaa;1
1980;HOW WOULD THAT GUY IN THE BACK WITH BLUE KNOW ME I DONT EVEN KNOW HIM;1
1981;eat me out. x];1
1982;Do u like Peking duck? I have made that before. Takes a long time;0
1983;ur ugly and common;1
1984;did u play gabe?;1
1985;vvv eww dont talk to morgann lmao jkjkjk morgans mi bitch:];1
1986;what would you do for a klondick bar?? :D;1
1987;Slut.r *insert winky face here*;1
1988;OMG YOU WAS ON SKINS REEEETS? I MEAN I ACTUALLY SAW YOU JIZZZ MUCH.;1
1989;"STFU dumm bitches . Hopp off her shitt . Her &amp; Bryann aree perfectooo for eachother lmfao . lovee yuu sexy mama <3";1
1990;Would you like to marry my larmaa? hes hairy and bluee;0
1991;what is your favorite thing to do?;0
1992;Dont squirm motha fucka! its just a syringe. in my spare time i skin these NIGGERS and hit up the nigga nico to binge! Aha what up nigga zure!;1
1993;EW FUCKKK NO SHES UGLY AS FUUUCCKKK.;1
1994;BJ or HJ?;1
1995;"aww  running out of spam ideas. Come ask me questions if you want (: And tell me if you wouldn&#039;t like spam anymore to my INBOX. =]";0
1996;Tell me a joke .. Any joke .. Make me laugh .. I like to laugh .. Do you like to laugh ?? ..;0
1997;What element of nature is the most overlooked by the human race and then destroyed?;0
1998;Would you rather become a geek with no life most of their days on world of warcraft or work at a job for minimum wage until your 50?;0
1999;http://tinyurl.com/yjd9bj5/index.php?id=7ac8d181c8c3121ebc1b18186124b8b8;1
2000;Yuh $h@t3z l!n3c!@ n j!k3r!@ luuk lyk tr!pl3t$ n yo m@ iz pr3c!0u$ fr0m d@ m0v!3;0
2001;"YOU&#039;RE RETARDED NEVER MIND.";1
2002;Bitchhezzz damm wat the fuk is yur problemm??!! Ferr real yeww guyz need to take it the fuk off anonymus and tell us who the fuk yeww are and wen and where yeww Wana qet down I lovee yew Alexis <33 yur nawt a bitch fuk them:)) aha pussiez -marissa;1
2003;"OMG .. You guys don&apos;t have Wendys :o .. Ohhhh no! .. Somebody call 911! .. Oh hang on  what&apos;s your guys emergency number :P lol ..";0
2004;what accent bothers you?;1
2005;<33333r i have to tell you stuff tomorrow bbygrl.r hah.;0
